timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779417612463,4,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,2,1
1779417612464,2,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,2,0,1
1779417612467,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417612468,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,1,0,0
1779417612470,3,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,1,0
1779417612470,3,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,3,0,0
1779417612474,105,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,0,0
1779417612474,92,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,92,0,0
1779417612566,13,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,13,0,0
1779417612580,2,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,1,0
1779417612580,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,1,0,0
1779417612581,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417612582,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,0,0,0
1779417612583,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417612583,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417612585,109,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,2,0
1779417612586,100,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,100,0,0
1779417612687,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,9,0,0
1779417612696,1,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,2,0
1779417612697,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,1,0,0
1779417612698,0,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,0,0,0
1779417612699,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,0,0,0
1779417612700,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417612700,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417612724,120,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,1,0
1779417612724,105,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,105,0,0
1779417612830,15,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,15,0,0
1779417612846,1,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,1,0
1779417612846,0,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,0,0,0
1779417612847,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417612848,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,0,0,0
1779417612849,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417612849,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417612851,98,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,0,0
1779417612851,87,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,87,0,0
1779417612938,11,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,11,0,0
1779417612949,3,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,0,0
1779417612949,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,1,0,0
1779417612950,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417612951,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,1,0,0
1779417612952,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417612952,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417612954,116,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,1,0
1779417612955,97,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,97,0,0
1779417613052,19,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,19,0,0
1779417613071,3,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,1,0
1779417613072,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,1,0,0
1779417613073,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417613074,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,1,0,0
1779417613076,3,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417613076,3,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,3,0,0
1779417613079,96,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,1,0
1779417613079,81,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,81,0,0
1779417613161,15,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,15,0,0
1779417613176,0,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,3,0
1779417613177,0,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,0,0,0
1779417613178,0,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,0,0,0
1779417613179,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,0,0,0
1779417613180,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417613180,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417613182,101,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,1,0
1779417613182,92,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,92,0,0
1779417613275,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,9,0,0
1779417613284,1,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,2,0
1779417613285,0,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,0,0,0
1779417613285,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417613287,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,0,0,0
1779417613287,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417613287,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417613289,94,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,1,1,null,0,0,0
1779417613289,82,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,1,1,http://192.168.100.2/api/incidentes,82,0,0
1779417613371,12,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,1,1,http://192.168.100.2/api/incidentes/1,12,0,0
1779417613384,2,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,1,1,null,0,1,0
1779417613384,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,1,1,http://192.168.100.2/api/presos,1,0,0
1779417613385,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,1,1,http://192.168.100.2/api/presos/1,1,0,0
1779417613386,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,1,1,http://192.168.100.2/api/guardias,0,0,0
1779417613387,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,1,1,null,0,0,0
1779417613387,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,1,1,http://192.168.100.2/api/visitas,2,0,0
1779417613463,6,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,1185,562,2,2,null,0,2,1
1779417613464,2,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,2,0,1
1779417613467,3,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,2,0,0
1779417613470,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,1,0,0
1779417613471,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,2,2,null,0,2,0
1779417613472,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,2,0,0
1779417613390,245,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,2,2,null,0,0,0
1779417613390,214,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,214,0,0
1779417613604,31,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,31,0,0
1779417613635,3,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,2,2,null,0,0,0
1779417613635,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417613636,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
1779417613637,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,1,0,0
1779417613639,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,2,2,null,0,0,0
1779417613639,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,2,0,0
1779417613475,190,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,2,2,null,0,0,0
1779417613475,163,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,163,0,0
1779417613638,27,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,27,0,0
1779417613666,3,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,1185,562,2,2,null,0,1,0
1779417613666,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417613668,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
1779417613669,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,1,0,0
1779417613670,3,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,2,2,null,0,0,0
1779417613670,3,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,3,0,0
1779417613641,161,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,2,2,null,0,1,0
1779417613641,143,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,143,0,0
1779417613785,18,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,18,0,0
1779417613803,4,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,2,2,null,0,1,0
1779417613803,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417613805,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
1779417613806,2,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,2,0,0
1779417613808,3,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,2,2,null,0,0,0
1779417613808,3,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,3,0,0
1779417613673,167,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,2,2,null,0,1,0
1779417613673,156,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,156,0,0
1779417613829,11,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,11,0,0
1779417613841,2,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,1185,562,2,2,null,0,0,0
1779417613841,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417613842,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
1779417613843,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,0,0,0
1779417613844,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,2,2,null,0,0,0
1779417613844,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,2,0,0
1779417613846,237,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,2,2,null,0,0,0
1779417613846,228,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,228,0,0
1779417614074,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,9,0,0
1779417614084,3,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,1185,562,2,2,null,0,0,0
1779417614084,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417614085,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
1779417614086,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,1,0,0
1779417614088,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,2,2,null,0,0,0
1779417614088,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,2,0,0
1779417613811,453,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,2,2,null,0,0,0
1779417613811,443,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,443,0,0
1779417614254,10,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,10,0,0
1779417614265,3,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,2,2,null,0,0,0
1779417614265,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417614266,2,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
1779417614268,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,0,0,0
1779417614269,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,2,2,null,0,0,0
1779417614269,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,2,0,0
1779417614091,194,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,2,2,null,0,1,0
1779417614091,185,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,185,0,0
1779417614276,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,9,0,0
1779417614286,4,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,1185,562,2,2,null,0,0,0
1779417614286,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417614287,2,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,2,0,0
1779417614289,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,2,2,http://192.168.100.2/api/guardias,1,0,0
1779417614290,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,2,2,null,0,0,0
1779417614290,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,2,2,http://192.168.100.2/api/visitas,2,0,0
1779417614272,170,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,2,2,null,0,0,0
1779417614272,159,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,2,2,http://192.168.100.2/api/incidentes,159,0,0
1779417614431,11,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,2,2,http://192.168.100.2/api/incidentes/1,11,0,0
1779417614442,2,TX - Usuarios Service,404,"Number of samples in transaction : 3, number of failing samples : 3",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,1185,562,2,2,null,0,1,0
1779417614442,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,2,2,http://192.168.100.2/api/presos,1,0,0
1779417614443,1,GET /presos/1,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,,395,188,2,2,http://192.168.100.2/api/presos/1,1,0,0
